memory.max_usage_in_bytes,own_file,input_1,input_2,chromInfo,own_file_extension,input_1_extension,input_2_extension,chromInfo_extension,dbkey,save_mapping_stats,analysis_type_selector,rg_selector,sam_options_selector
4085743616,0,199095678,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3969458176,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3861131264,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3673096192,0,7524505,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4128493568,0,217010402,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3910316032,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4130988032,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3980566528,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
11494699008,0,2336382147,0,0,nan,fastqsanger,nan,nan,?,True,simple,set_id_auto,none
10164707328,0,2120477533,0,0,nan,fastqsanger,nan,nan,?,True,simple,set_id_auto,none
498950144,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
8752574464,877164971,1206560486,1206560486,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
7421628416,0,328103996,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4075098112,0,194355910,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4226699264,0,269800676,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4131491840,0,218813069,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3947425792,0,132930511,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4122259456,0,172195172,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7588040704,0,211718190,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4126208000,0,218542554,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4059340800,0,187473702,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4089995264,0,199095678,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3967016960,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3858317312,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3670593536,0,7524505,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4128239616,0,217010402,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3910852608,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4142804992,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3981561856,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6324228096,0,30622341,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
6867443712,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
9555128320,0,1209384724,1209384724,0,nan,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
32205893632,9716931107,123159285,123159285,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
9558237184,0,1205262900,1205262900,0,nan,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
32205037568,9716931107,113232332,113232332,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
6029852672,0,29872452,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
219336704,4731255,6944020,0,0,fasta,fastqsanger,nan,nan,eschColi_K12,True,full,set_id_auto,none
220102656,4717775,6944020,0,0,fasta,fastqsanger,nan,nan,eschColi_K12,True,full,set_id_auto,none
222240768,4714677,6944020,0,0,fasta,fastqsanger,nan,nan,eschColi_K12,True,full,set_id_auto,none
6887837696,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6579789824,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6869467136,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
496373760,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
297172992,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6890110976,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
529723392,0,20181290,20181290,0,nan,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
498708480,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7867699200,0,328103996,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7653474304,0,194355910,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4241829888,0,269800676,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4101005312,0,202129411,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4183969792,0,218813069,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3948556288,0,132930511,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3900362752,0,108387976,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4100841472,0,204406584,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4117684224,0,211718190,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4128677888,0,218542554,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4061945856,0,187473702,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4338941952,0,199095678,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6798589952,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3859746816,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3674673152,0,7524505,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4127465472,0,217010402,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3892129792,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4144988160,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4019044352,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
25193791488,0,15895103098,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
23742947328,0,14934887226,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
20373303296,0,13586681962,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
27770376192,0,15895103098,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
28437782528,0,15806155260,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
512880640,0,25369396,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7872790528,21388895,3484452814,0,0,fasta,fastqsanger,nan,nan,?,True,simple,do_not_set,none
5254860800,0,442556058,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
5980901376,0,22932779,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
3296600064,0,22850800,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
3114774528,0,13265905,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
3130544128,0,22932779,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
3094089728,592017461,522885921,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3217104896,592017461,584984596,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3324002304,592017461,632668215,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2601738240,592017461,553165144,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2745769984,592017461,631900504,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3064070144,592017461,501453796,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
32212516864,0,70617080249,70617080249,0,nan,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
8060063744,0,442556058,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
18908995584,0,7131264257,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
9977602048,0,1344972926,1343297326,0,nan,fastqsanger,fastqsanger,nan,hg19,False,simple,do_not_set,none
1698873344,4474629,380346620,312319778,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1378099200,4474629,249990330,241434598,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
7454633984,0,232797619,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
7239729152,0,211570310,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
4156981248,0,242278221,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
7197958144,0,167036670,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
8505556992,154157,2383727546,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
9733632000,154157,2796142931,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
2953662464,592017461,460107120,0,39748,fasta,fastqsanger,nan,len,?,False,simple,do_not_set,none
3071762432,592017461,503256748,0,39748,fasta,fastqsanger,nan,len,?,False,simple,do_not_set,none
3088662528,592017461,510953527,0,39748,fasta,fastqsanger,nan,len,?,False,simple,do_not_set,none
2348232704,592017461,435589094,0,39748,fasta,fastqsanger,nan,len,?,False,simple,do_not_set,none
2367995904,592017461,460050347,0,39748,fasta,fastqsanger,nan,len,?,False,simple,do_not_set,none
3148521472,592017461,532155915,0,39748,fasta,fastqsanger,nan,len,?,False,simple,do_not_set,none
32212570112,0,46115693264,46115693264,0,nan,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
9847742464,154157,2753919093,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
183283712,20578,20578,0,0,csfasta,csfasta,nan,nan,?,False,simple,set,none
5319016448,227,3205078496,0,0,fasta,fastqsanger,nan,nan,?,True,full,do_not_set,none
14915543040,0,1082567055,1121337894,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
15530393600,0,1274063464,1258966782,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
13473878016,0,796474378,821283142,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
15059337216,0,707729958,730292258,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
17731366912,0,1749984412,1815205988,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
12537876480,0,1088443514,1120255404,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
9251827712,0,529523309,555341406,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
11482030080,0,1034920123,1091699656,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
12359401472,0,1265284584,1271742953,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
14015430656,0,920750830,929527065,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
8646184960,0,481515308,509568309,0,nan,fastqsanger.gz,fastqsanger.gz,nan,?,False,simple,do_not_set,none
837591040,147090532,9333,0,0,fasta,fasta,nan,nan,Spirodela7498_v3.1,True,full,do_not_set,none
837791744,147090532,3691,0,0,fasta,fasta,nan,nan,Spirodela7498_v3.1,True,full,do_not_set,none
6165196800,0,24445943,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
11174043648,154157,3342889836,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
9727787008,154157,2888478573,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
11608551424,154157,3488039507,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
11118878720,154157,3548023147,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
11758039040,154157,3645217787,0,0,fasta,fastqsanger,nan,nan,KT899744,True,simple,do_not_set,none
3568148480,0,1327530438,0,0,nan,fastqsanger,nan,nan,sacCer3,False,simple,do_not_set,none
5804429312,0,2183463451,0,0,nan,fastqsanger,nan,nan,sacCer3,False,simple,do_not_set,none
4038377472,0,1508556713,0,0,nan,fastqsanger,nan,nan,sacCer3,False,simple,do_not_set,none
6200414208,0,2332259163,0,0,nan,fastqsanger,nan,nan,sacCer3,False,simple,do_not_set,none
7215562752,0,199095678,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3967926272,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3872112640,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7677456384,0,217010402,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3908227072,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4146188288,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3983323136,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
5607079936,0,328103996,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4079812608,0,194355910,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6833946624,0,269800676,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7212584960,0,202129411,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7705378816,0,218813069,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7441342464,0,132930511,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4034875392,0,172195172,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4118224896,0,211718190,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4115025920,0,218542554,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7364845568,0,187473702,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6910447616,0,24143463,24144275,0,nan,fastqsanger,fastqsanger,nan,hg19,False,simple,do_not_set,none
6848618496,0,25390880,25389640,0,nan,fastqsanger,fastqsanger,nan,hg19,False,simple,do_not_set,none
6944694272,0,32246969,32247479,0,nan,fastqsanger,fastqsanger,nan,hg19,False,simple,do_not_set,none
7724462080,0,328103996,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4323598336,0,218813069,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3965771776,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3857190912,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3672727552,0,7524505,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7485370368,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7515377664,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6157975552,0,30622341,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
3391102976,0,29872452,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
18851164160,0,4423577319,4423577319,0,nan,fastqsanger,fastqsanger,nan,?,False,full,do_not_set,none
6300311552,0,30622341,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
205664256,181,944100,0,0,fasta,fastqsanger.gz,nan,nan,?,True,full,do_not_set,none
4146712576,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3969257472,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
22337667072,0,13202624569,13202624569,0,nan,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
23985074176,0,10705226153,10705226153,0,nan,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
6416052224,147090532,828265967,0,7304,fasta,fasta,nan,len,?,True,full,do_not_set,none
24286937088,0,19356861237,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
7341543424,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7508414464,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
5910450176,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7540629504,0,217010402,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3674832896,0,7524505,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3860877312,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4110295040,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4062842880,0,199095678,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4062478336,0,187473702,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4127821824,0,218542554,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4801400832,0,211718190,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4096552960,0,204406584,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4181450752,0,108387976,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4027195392,0,172195172,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3934449664,0,132930511,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4115935232,0,218813069,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4089610240,0,202129411,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4216758272,0,269800676,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4074491904,0,194355910,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4349812736,0,328103996,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
19076141056,0,3240372352,3240372352,0,nan,fastqsanger,fastqsanger,nan,sacCer3,False,simple,do_not_set,none
17721057280,0,8239532255,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
18925125632,0,7285613557,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7968395264,1945805624,535263,0,0,fasta,fasta,nan,nan,hg38Patch11,True,simple,do_not_set,none
834342912,147090532,16180,0,0,fasta,fasta,nan,nan,Spirodela7498_v3.1,True,simple,do_not_set,none
9372909568,4754596,1497757929,1486582001,0,fasta,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
32212516864,0,22024731307,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
10782617600,164,4812752533,0,0,fasta,fastqsanger,nan,nan,mm10,False,simple,do_not_set,none
10358386688,164,5437468809,0,0,fasta,fastqsanger,nan,nan,mm10,False,simple,do_not_set,none
7703175168,0,218542554,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4311379968,0,187473702,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7394426880,0,199095678,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3969904640,0,143095221,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3857899520,0,93486552,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3672633344,0,7524505,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4126568448,0,217010402,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3904970752,0,114718857,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4146106368,0,227204095,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3981570048,0,148876741,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4311945216,0,328103996,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4058587136,0,194355910,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4241948672,0,269800676,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
6872145920,0,202129411,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4130848768,0,218813069,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4714082304,0,132930511,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4010283008,0,172195172,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
3898519552,0,108387976,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4101353472,0,204406584,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4114378752,0,211718190,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4708167680,4754596,706343356,697987626,0,fasta,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
8979660800,1945805624,568909,0,0,fasta,fasta,nan,nan,?,True,simple,do_not_set,none
2137624576,4474629,441424883,425091989,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2915979264,4474629,520406951,519684423,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
4130316288,4474629,757666489,759365563,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2653712384,4474629,467523599,468571407,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
3643158528,4474629,651632064,653120830,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2729672704,4474629,483093110,483450728,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
384573440,7088120,39772932,40105083,0,fasta,fasta,fasta,nan,?,False,simple,do_not_set,none
2457284608,4474629,434643414,434872796,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2297913344,4474629,514491540,514846108,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
4459974656,4474629,792136270,792665104,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
4970893312,4474629,892421807,893028143,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
26497699840,0,11093033265,11093033265,0,nan,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
22969061376,0,10341038651,10341038651,0,nan,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2444636160,4474629,433482174,434793074,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2654601216,4474629,470309812,471734066,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2487611392,4474629,440516566,441812536,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2640281600,4474629,468582919,469947631,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2125332480,4474629,376436793,377075797,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1998073856,4474629,351526646,352023508,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
8983285760,1945805624,568909,0,0,fasta,fasta,nan,nan,?,True,simple,do_not_set,none
2665783296,4474629,477518329,478226975,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2147069952,4474629,379218263,379627365,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1814740992,4474629,318466686,318966726,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
6781198336,4474629,1214963873,1214581005,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
4861345792,4474629,908859374,908477192,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
5967523840,0,272006201,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
7909703680,4474629,1424110626,1423707882,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
8666230784,4474629,1558886585,1558290475,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
6151413760,0,30622341,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
6325374976,0,29872452,0,0,nan,fastqsanger,nan,nan,mm9,False,simple,do_not_set,none
2289942528,4474629,416073574,414689420,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2237874176,4474629,405081329,400654427,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
6749335552,0,32247479,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4258709504,4474629,778559799,737782835,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
2020524032,4474629,363748006,363499718,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1370083328,4474629,243054382,243084796,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
10660737024,14461675,1730166257,1595360469,0,fasta,fastqsanger,fastqsanger,nan,?,True,simple,do_not_set,none
1628323840,4474629,287443580,287519772,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1531244544,4474629,271532728,271596296,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1608351744,4474629,285768900,285855958,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1548304384,4474629,278130062,278174680,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
1368174592,4474629,241352448,241388008,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
8630386688,59912895,3676938622,0,0,fasta,fastqsanger,nan,nan,?,True,simple,do_not_set,none
1455177728,4474629,259406219,259459435,0,fasta,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
6661091328,0,20181290,0,0,nan,fastqsanger,nan,nan,?,False,simple,do_not_set,none
7023763456,13247664,2247722522,0,0,fasta,fastqsanger,nan,nan,?,True,simple,do_not_set,none
6587695104,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,True,simple,do_not_set,none
4902105088,13247664,2247722522,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
17615646720,0,2763919285,5234071379,0,nan,fastqsanger,fastqsanger,nan,?,False,simple,do_not_set,none
4634288128,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4155060224,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4667793408,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4639789056,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2671169536,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2584817664,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2568810496,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2596896768,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2569019392,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
9039781888,0,2247722522,0,0,nan,fastqsanger,nan,nan,?,True,simple,do_not_set,none
2567024640,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2570092544,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
2599710720,13247664,2076626584,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
4855095296,13247664,2247722522,0,0,fasta,fastqsanger,nan,nan,?,False,simple,do_not_set,none
