memory.max_usage_in_bytes,input_2,input_1,history_item,chromInfo,input_format|paired|reverse,input_format|paired|forward,known_splice_gtf,input_format|reads_r,input_format|reads_f,input_format|reads,input_format|reads2,input_format|reads1,adv|known_splice_gtf,input_2_extension,input_1_extension,history_item_extension,chromInfo_extension,input_format|paired|reverse_extension,input_format|paired|forward_extension,known_splice_gtf_extension,input_format|reads_r_extension,input_format|reads_f_extension,input_format|reads_extension,input_format|reads2_extension,input_format|reads1_extension,adv|known_splice_gtf_extension,dbkey,rna_strandness,type,new_summary,summary_file
28684898304,8613721174,8613721174,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,true
29448040448,8922669688,8922669688,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,true
541507584,0,20181290,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
13323370496,0,2137086127,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,F,single,false,false
7712419840,0,3488289393,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
7690657792,22132556140,21842298207,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
7759953920,0,43974854347,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
31406202880,8666615829,8666615829,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
15615549440,0,2498316804,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
14985994240,0,1968505787,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
7671308288,0,20181290,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
546222080,0,20181290,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
13350752256,1796566981,1796566981,57066508,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
19414462464,1492657510,1275732677,0,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,paired,false,false
19924414464,1773881916,1546948009,0,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,paired,false,false
32211791872,12113352325,12113352325,2161074424,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
24704110592,0,11917766207,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
18690351104,0,7810428354,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
20674473984,0,7872128244,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
17752465408,0,7549267730,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
20381278208,0,7456306162,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
20628410368,0,7042351152,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
19973935104,0,6973354666,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
22064693248,0,8617281228,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
20581961728,0,8313209564,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
22394519552,0,8748466819,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
21207891968,0,8010244811,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
23366815744,8666615829,8666615829,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
13091815424,40623922,40907825,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
12917301248,25828634,30434810,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
11526959104,95006705,92189552,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
11729211392,90885458,85206423,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
13044420608,109927502,104675474,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
10581270528,30695535,32086384,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
12972097536,60997501,57847153,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
32212516864,12194227417,12194227417,863962186,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
11819479040,58708519,55429379,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
31533436928,11141398386,11141398386,863962186,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
11821101056,66713914,64888853,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
11429564416,68116845,66500381,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
11795238912,85039416,80041061,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
11665494016,64093405,62272071,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
11620724736,55976066,57504899,1294869665,0,0,0,0,0,0,0,0,0,0,fastqsanger.gz,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,false
13924417536,0,8010244811,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
25014775808,4959605997,4959605997,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,RF,paired,false,true
32212516864,0,45523639874,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,F,single,false,false
27130056704,6749515218,6749515218,2161074424,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
1359794176,50732582,53990264,63340476,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,true
3554304000,277824850,320896602,63340476,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,true
32212516864,0,30466668532,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,F,single,false,false
7755182080,0,4307920104,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
25358880768,3997245156,3997245156,2663108866,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
8010997760,1732736326,1704314088,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38,nan,paired_collection,true,true
8058028032,1611124436,1578249014,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38,nan,paired_collection,true,true
8056737792,1467874181,1436392210,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38,nan,paired_collection,true,true
32212508672,0,30466668532,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,R,single,false,false
32212512768,0,30466668532,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
32212516864,0,43974854347,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
19297767424,0,5583432977,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
16612454400,0,7081558668,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
19321769984,0,6673111181,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
17133199360,0,7269705216,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
18530734080,0,7047593595,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
19919286272,0,7824783760,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
21210664960,0,7677428739,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
20733333504,0,8496114655,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
19588198400,0,5734485569,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
20816334848,0,8844311588,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
25130983424,0,10033796920,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
18372730880,0,5815929937,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
22471512064,0,8382791941,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
21235134464,0,7497959017,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
18153758720,0,5021128809,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
22377082880,0,7013672336,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38Patch11,R,single,false,false
22962671616,0,9014805508,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
23503233024,0,9014805508,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
24614313984,0,15002118668,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
26917126144,0,15002118668,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
23902072832,0,14440261906,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
25675972608,0,14440261906,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
24732545024,0,10474785955,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
28232491008,0,16559490580,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
32212512768,0,17289689477,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
32214327296,0,17901601533,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
32212500480,0,17876582854,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
32212516864,0,19876715956,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
30619758592,0,17220650993,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,nan,single,false,false
590716928,20181290,20181290,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
32211898368,14608951378,14608951378,863962186,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
26301308928,9132550216,9132550216,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
27075870720,8509743851,8509743851,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
23871635456,8341602153,8341602153,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
29612998656,8752417143,8752417143,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
24522330112,8241104411,8241104411,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
25902006272,8788518019,8788518019,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
31909015552,13526736274,13526736274,863962186,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
22674558976,7725090805,7725090805,60342111,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
27195199488,7581712494,7581712494,60342111,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
23307550720,7807815753,7807815753,60342111,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired,false,false
12328878080,1008566598,955388868,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
8512843776,0,242141174,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
30005362688,9014805508,9014805508,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,FR,paired,false,false
32212516864,15002118668,15002118668,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,FR,paired,false,false
32212516864,14440261906,14440261906,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,FR,paired,false,false
19415736320,0,5276475101,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38,F,single,true,false
32212385792,10474785955,10474785955,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mm10,FR,paired,false,false
7711662080,20181290,20181290,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
17793298432,0,11009317891,6537756,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,true
27078270976,0,0,3161924569,0,1137994510,1146496376,0,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,?,none,none,none,none
21015502848,0,5276475101,0,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,hg38,nan,single,true,false
26676838400,0,0,3161924569,0,1068328480,1074684280,151467494,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,gtf,nan,nan,nan,nan,nan,nan,?,none,none,none,none
27103297536,0,0,3161924569,0,1243132295,1248259216,151467494,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,gtf,nan,nan,nan,nan,nan,nan,?,none,none,none,none
27889778688,0,0,3161924569,0,1160874439,1169270157,151467494,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,gtf,nan,nan,nan,nan,nan,nan,?,none,none,none,none
12476825600,2479941687,2479941687,162660353,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Zea_mays_B73_RefGen_v2,nan,paired,false,false
29340590080,0,0,3161924569,0,1137994510,1146496376,151467494,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,gtf,nan,nan,nan,nan,nan,nan,?,none,none,none,none
25708847104,0,0,3161924569,0,870998834,877930494,151467494,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,gtf,nan,nan,nan,nan,nan,nan,?,none,none,none,none
26935447552,0,0,3161924569,0,1197539298,1203510243,151467494,0,0,0,0,0,0,nan,nan,fasta,nan,fastqsanger,fastqsanger,gtf,nan,nan,nan,nan,nan,nan,?,none,none,none,none
25812353024,0,11676619342,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,true
31834333184,0,13955921360,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,true
32211914752,0,15325583702,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,true
25178451968,0,11228050182,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,true
12891226112,1721162849,1721162849,57259829,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
12603564032,1627198156,1627198156,57259829,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
12970995712,1952919715,1952919715,57259829,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
12794273792,1547441859,1547441859,57259829,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,paired,false,false
32212385792,9585399403,9587502799,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
32212385792,9639554158,9642285394,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
30980415488,9942308356,9943943610,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
32212516864,10032254563,10034500445,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
32212385792,8670550148,8675062552,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
29387456512,8682848315,8687892763,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
32212516864,8555337497,8560348855,0,0,0,0,0,0,0,0,0,0,0,fastqsanger,fastqsanger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,FR,paired_collection,false,false
23835918336,0,2096969084,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
24492347392,0,1677904974,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
23141158912,0,1949201353,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
24342368256,0,1848131690,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
20920844288,0,2253014207,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
24052568064,0,2622614199,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
21447389184,0,1843558286,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
21871570944,0,1667046887,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
23743201280,0,1708435072,2563973015,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger.gz,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,?,nan,single,false,false
30002950144,0,17629294629,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,rn6,nan,single,false,false
28185288704,0,12536185464,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,rn6,nan,single,false,false
29800054784,0,13815090188,2918087538,0,0,0,0,0,0,0,0,0,0,nan,fastqsanger,fasta,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,rn6,nan,single,false,false
